round, demand, supply, price, demand-supply
1, 95.57461289434059, 47.00844272133351, 1.0485661701730071, 48.56617017300708
2, 81.12843430955563, 45.043220922133315, 1.0846513835604294, 36.085213387422314
3, 72.00825516730224, 43.56641600790538, 1.1130932227198262, 28.441839159396856
4, 65.55249327446046, 42.38210159933764, 1.1362636143949492, 23.170391675122822
5, 59.78065910540106, 41.39755574902235, 1.1546467177513278, 18.383103356378705
6, 53.667364425285726, 40.59916239067217, 1.1677149197859413, 13.068202034613556
7, 47.77604656567121, 40.0192527380503, 1.1754717136135622, 7.7567938276209105
8, 43.5624545409889, 39.66882512143667, 1.1793653430331144, 3.8936294195522336
9, 41.27079268770919, 39.490848214416246, 1.1811452875064072, 1.779944473292943
10, 40.19200270068319, 39.40898071971526, 1.1819283094873752, 0.7830219809679306
11, 39.7122993382239, 39.37286111999103, 1.182267747705608, 0.33943821823287124
12, 39.503477559610076, 39.357183070932265, 1.182414042194286, 0.14629448867781036
13, 39.413323643553696, 39.35042217581278, 1.1824769436620268, 0.06290146774091454
14, 39.374532870506705, 39.34751452125873, 1.1825039620112747, 0.027018349247974527
15, 39.35786582577054, 39.34626545243063, 1.1825155623846146, 0.011600373339909709
16, 39.35070887189947, 39.34572913848525, 1.182520542118029, 0.004979733414224086
17, 39.34763640981075, 39.3454989086417, 1.1825226796191979, 0.0021375011690452084
18, 39.34631755443785, 39.345400083944526, 1.1825235970896912, 0.0009174704933272437
19, 39.345751461980285, 39.345357665690834, 1.1825239908859806, 0.00039379628945113154
20, 39.34550848295114, 39.3453394589184, 1.1825241599100134, 0.00016902403273633126
21, 39.34540419204238, 39.34533164425838, 1.1825242324577974, 7.254778400067607e-05
22, 39.3453594287012, 39.345328290081945, 1.1825242635964166, 3.113861925641004e-05
23, 39.34534021558335, 39.345326850417926, 1.182524276961582, 1.3365165422385417e-05
24, 39.34533196902194, 39.345326232492354, 1.1825242826981117, 5.736529587352379e-06
25, 39.345328429473746, 39.345325967269424, 1.182524285160316, 2.462204321318495e-06
26, 39.345326910246726, 39.345325853431774, 1.1825242862171308, 1.0568149519940562e-06
27, 39.345326258171696, 39.34532580457095, 1.1825242866707315, 4.5360074807376805e-07
28, 39.345325978291385, 39.34532578359915, 1.1825242868654238, 1.9469223389023682e-07
29, 39.34532585816255, 39.345325774597725, 1.1825242869489887, 8.356482794624753e-08
30, 39.345325806601394, 39.345325770734185, 1.182524286984856, 3.586720964676715e-08
